0,-0.172633,0.910949,-0.0312108,0.996136,-0.0842669,0.023389,-0.00802582,0.959551,0.177708,-0.218342,-0.00287068,0.707084,0.177284,0.684541,-0.00261651,0.268709,0.150161,-0.951445,0.000193473,0.708888,0.472421,0.523718,-0.00391293,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.1,-0.172212,0.912281,-0.0308024,0.997024,-0.0720697,0.0210534,-0.0104594,0.961609,0.176541,-0.209857,-0.00270379,0.708212,0.163341,0.686663,-0.00158116,0.264611,0.152553,-0.95219,-0.00252118,0.70382,0.476265,0.526964,-0.00676777,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.2,-0.171791,0.913614,-0.0303941,0.997911,-0.0598725,0.0187179,-0.0128929,0.963666,0.175373,-0.201371,-0.0025369,0.709341,0.149398,0.688786,-0.000545818,0.260514,0.154945,-0.952934,-0.00523584,0.698751,0.480109,0.53021,-0.0096226,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.3,-0.170108,0.915729,-0.0329594,0.998186,-0.0543501,0.0193945,-0.016198,0.964782,0.173016,-0.198083,-0.00318549,0.710359,0.145467,0.688641,-0.000228647,0.247108,0.162733,-0.954986,-0.00761643,0.677333,0.498206,0.539851,-0.0103261,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.4,-0.168064,0.918069,-0.0363743,0.998286,-0.0507348,0.0209317,-0.0197522,0.965629,0.170319,-0.196279,-0.00406707,0.711346,0.144397,0.687848,-0.000116667,0.231042,0.172064,-0.95741,-0.00990156,0.651244,0.520376,0.551319,-0.010415,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.5,-0.163702,0.919287,-0.0370802,0.998477,-0.0454581,0.0212508,-0.0219838,0.966399,0.174975,-0.18746,-0.00446557,0.711418,0.147537,0.687079,0.000165943,0.224814,0.180737,-0.95739,-0.00505588,0.620093,0.54308,0.564471,-0.00853516,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.6,-0.157486,0.919608,-0.035619,0.998741,-0.0388523,0.0205953,-0.0231573,0.967106,0.185515,-0.173029,-0.00447761,0.710758,0.154046,0.686329,0.000585058,0.226456,0.188886,-0.955415,0.00549446,0.584894,0.566212,0.578971,-0.00508033,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.7,-0.15198,0.921747,-0.0336855,0.999058,-0.031355,0.0184512,-0.0209072,0.967468,0.196344,-0.158863,-0.00337967,0.709485,0.147463,0.688594,0.000786707,0.22665,0.207387,-0.95101,0.0131235,0.550778,0.587909,0.591672,-0.0013771,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.8,-0.147897,0.92752,-0.0308074,0.999482,-0.0220746,0.0133299,-0.0118099,0.96714,0.207753,-0.145224,-6.17948e-05,0.706987,0.1147,0.696887,0.000553422,0.223945,0.246592,-0.941744,0.0149102,0.518829,0.606734,0.600777,0.00282297,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.9,-0.143043,0.932819,-0.0280565,0.999836,-0.0148507,0.00850907,-0.0036997,0.966919,0.21647,-0.134591,0.00326785,0.705138,0.0833319,0.70406,0.00170148,0.222127,0.287301,-0.931149,0.0173384,0.487108,0.626115,0.608536,0.00577261,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1,-0.132027,0.934325,-0.0263238,0.999629,-0.0240785,0.00609181,-0.00348702,0.967543,0.20365,-0.147998,0.00669162,0.708473,0.0631211,0.70227,0.0139003,0.227398,0.34004,-0.909917,0.0248994,0.457209,0.649938,0.605526,-0.00128107,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.1,-0.12101,0.935831,-0.024591,0.999422,-0.0333062,0.00367456,-0.00327435,0.968166,0.190831,-0.161404,0.0101154,0.711808,0.0429103,0.70048,0.0260991,0.232668,0.392778,-0.888684,0.0324605,0.42731,0.673762,0.602515,-0.00833474,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.2,-0.112938,0.933987,-0.0203206,0.999075,-0.0381839,-0.00987727,-0.00187079,0.97197,0.149578,-0.173881,0.00895829,0.713941,0.0346675,0.69865,0.0300356,0.233301,0.411739,-0.880371,0.0222504,0.40173,0.677914,0.614824,-0.0057541,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.3,-0.105234,0.931723,-0.0157331,0.99871,-0.0425177,-0.0248209,-0.000318381,0.976172,0.10477,-0.186242,0.00722858,0.715923,0.0279207,0.696815,0.0329394,0.233353,0.426479,-0.873672,0.00981902,0.37669,0.679608,0.629048,-0.00196916,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.4,-0.103184,0.933122,-0.0163117,0.998835,-0.0385946,-0.0271533,0.00251945,0.978208,0.0791508,-0.191163,0.00505135,0.718597,0.020423,0.694393,0.0300871,0.225266,0.446427,-0.865548,0.00388019,0.359944,0.691883,0.625362,0.00122182,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.5,-0.103959,0.936351,-0.0194735,0.999204,-0.0305429,-0.02318,0.00599998,0.979162,0.0631251,-0.192364,0.00265034,0.721616,0.0125497,0.691677,0.0243567,0.213108,0.46898,-0.856712,0.00118766,0.347346,0.70945,0.61272,0.00411581,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.6,-0.108058,0.938913,-0.0227624,0.999492,-0.0243334,-0.0160422,0.00754297,0.977902,0.0557011,-0.200778,-0.0014059,0.722834,0.00560002,0.690699,0.0193106,0.205883,0.478388,-0.853622,-0.00284866,0.342708,0.718075,0.605694,0.00487219,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.7,-0.116312,0.940639,-0.0262104,0.999679,-0.0204265,-0.00494874,0.00666403,0.973874,0.0590289,-0.218208,-0.00753118,0.721801,-0.000195259,0.691892,0.0151201,0.204822,0.471365,-0.857717,-0.00856472,0.348021,0.715522,0.605687,0.00295654,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
1.8,-0.125222,0.941036,-0.029425,0.999715,-0.0202321,0.00494735,0.00669483,0.971647,0.059014,-0.228198,-0.0126758,0.721032,-0.0041109,0.692793,0.011311,0.201838,0.473661,-0.85674,-0.0106405,0.3525,0.717361,0.600632,0.000150163,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
